,neg_model,pos_model,text
59953,0.97280157,0.027198427999999997,RT @Uber_Pix: Every king needs his queen. http://t.co/nWMvPUd9fk
348342,0.9727858,0.02721421,"RT @stinaa1982: ""She knows we have to win but prefers Bernie to some extent"" #DNCLeaks #DNCWorksForWho #DNCLeak #CorruptDNC 

https://t.co/…"
10511,0.97278273,0.027217291,RT @ELLEmagazine: Luckiest law students ever?? http://t.co/IellTSDXLy http://t.co/Qq8GseyqfH
75688,0.9727815999999999,0.02721843,10 #hiring tips every #smallbusiness owner needs. https://t.co/YQ3GFvxdYl https://t.co/NuhPZvidfn
286845,0.9727806,0.02721936,RT @Aquent: 13 hiring managers explain what they look for when #hiring front end developers http://t.co/LTU95y7olL by @MattTGrant #WebDev
233798,0.9727800999999999,0.027219873,#Job #Albany Phlebotomy position in Latham NY: Latham Requirements: Our requirements include: High school dipl... http://t.co/MvvIGwS2TZ
46571,0.972772,0.027227934,RT @GeoffDMN: Stay warm and stay strong. #windsofchange #4thPrecinctShutDown #Justice4Jamar #BlackLivesMatter @BlackLivesMpls https://t.co/…
48356,0.97274923,0.027250819,RT @NYDailyNews: .@ShaunKing: Chicago officer who shot teen has 17 prior complaints https://t.co/fsqnIkxtZL https://t.co/fsqnIkxtZL https:/…
366299,0.9727461,0.02725392,"RT @TeamTrump: .@realDonaldTrump Outlines Bold New Plan for School Choice 
https://t.co/nVIseWq8a7 https://t.co/kVPrc5fk4J"
285783,0.9726767,0.02732332,"@Janavlogs ""#TrendCityShow"" #1 Radio Show for #NewArtist 🎤🔥
Submit your Music Now:
➡️TheTrendCityShow@gmail.com http://t.co/jYJSmUcAjF"
421504,0.97266483,0.027335127999999997,http://t.co/sog9HOjEAS #0397 Competition Bbq Secrets. http://t.co/gDEeX1K4PN
355407,0.9726604999999999,0.027339496,"RT @jhollak: How to Improve Your LinkedIn Profile and Presence [Infographic]  

https://t.co/QZo4JuJdgT"
456074,0.9726424000000001,0.027357562999999998,RT @NietzscheQuuote: If Disney Made Adult Movies... http://t.co/vL1KsV07Lo http://t.co/QuyuY2kEtB
441547,0.9726396999999999,0.027360264,RT @dbnyc2004: How to measure your hashtag campaign effectively #NUSocialIMC #socialmedia RT @simplymeasured http://t.co/Ir8CXlKPqd https:/…
228373,0.97262526,0.027374757000000003,RT @AdvantageHLoans: RT@MSNRealEstate: great estates for sale ... http://t.co/R4g1d6q2kK  #realestate #LuxuryHomes #HappyFriday #AHL http:/…
34455,0.9725965,0.027403455,RT @warriors: Let it rain. #DubNation http://t.co/pZHTpzCQZy
421084,0.97258615,0.027413827999999998,"RT @TwiterHero: RT BLOG
@RealMiracle95
@KarlArauzLozano
@thouqhts_i9
@DestreeMartin
@biggyworm121765
@c81ecc9f6b54403
@greensboro_nc http:/…"
45040,0.9725451999999999,0.027454784,RT @realtorpro: Come by and claim your new Agent Profile page! #311 #powerofyou #narannual https://t.co/tNlagZcCj0
436170,0.9725365,0.027463442,STL PR: Prosecution Rests Case Against Admitted Boston Marathon Bomber http://t.co/IbwlPJIkeZ
122375,0.97253346,0.027466558,#Washington #News Police: Possible assault suspect in custody near Wheaton Mall: Montgomery County police say ... http://t.co/TeRjtA9zsj
123029,0.9725146000000001,0.027485369,"RT @etaks6evil: Which would you wear?

RT for White⚪️
FAV for Blue🔵

Get them both at👇👇👇
http://t.co/zDcViMVzfA http://t.co/ddvh4Wpfrv"
306116,0.9724806,0.027519422,"Hear how we ADDED 9K NEW AGENTS LAST MONTH #travel #businessisbooming #contactme #crushingit
https://t.co/KjPpYpa4jC https://t.co/tg9DjWhzTP"
159947,0.9724548000000001,0.02754521,RT @BI_Video: How to choose the best place to live for your career https://t.co/RVkDNV83Bf https://t.co/tkiESlQfqj
443889,0.97245425,0.027545733,"RT @ownlyvibes: FAV if you would buy these cool outfits 😍🙏👚🙋

@ http://t.co/ZZcCpohxAb Discount Code ""SOFLY"" 10% Off + Free Shipping http:/…"
83002,0.9724486999999999,0.027551303,RT @recruiterLarry: Ten Things Your Boss Is Trying To Tell You - Forbes https://t.co/Le7DA06wdg https://t.co/OsW4Pd6vXE
26933,0.9724408999999999,0.027559063999999998,"RT @CapriceTheCoach: Woo hoo, love it when women invest to uncuff! #uncuffed #uncuffed2015 #teambossygals #women #entrepreneurs... http://t…"
500373,0.9724337,0.027566300000000002,RT @XtraTraffic: Pick the paid web traffic source that fits your budget https://t.co/pMjonKfur4 https://t.co/qAZV8dKIwd
472983,0.9724261999999999,0.027573797999999997,"RT @myinstantCOACH: ""8 Signs Someone Lacks Leadership"" @myinstantCOACH on @LinkedIn http://t.co/UxBlebOl5y #people #culture #startup #ceo #…"
481661,0.97242314,0.02757684,RT @sdcmovies: DreamLarge ReviewLarger #EntourageMovie http://t.co/UZ0BJzTB45 @jeremypiven @mrkevinconnolly #RhondaRousey #Hollywood http:/…
436995,0.97241306,0.027586907,RT @weyhrauchlaw: Inept @UPS managers bungle #airline's #HIMS program: #ReedPotecha @ABC2020 @frontlinepbs #law http://t.co/QXFmLMHofN http…
486106,0.972407,0.027593061000000002,"RT @troytheblackguy: When you about to go out and your parent says ""what are you wearing?"" http://t.co/zv8mc3VNV2"
109851,0.9723946,0.027605444,RT @RTNBANFL: Hoes think they slick. 😂😭😂😭😂😭 http://t.co/SpdMcnDkDy
285380,0.9723921999999998,0.027607778,RT @Inc: How to handle the psychological pressure of entrepreneurship @bre http://t.co/kE9feDW9Q9 http://t.co/UNTSPppkUR
80285,0.97236574,0.027634274,RT @KentaviousPrime: Don't buy from companies that don't support our lives https://t.co/MOt6dUm6JL
353388,0.9723607,0.027639316,"RT @LOLGOP: Show us your taxes or pay for your own Secret Service protection
https://t.co/G9klWsSPDq"
106803,0.9723476000000001,0.02765239,Sarah Palin: Waterboarding is Baptism for Terrorists - #1A #ISISgenocide #2A #MooreOK #ARsen #IAsen #NHsen... http://t.co/qzCsHGhtBu
488631,0.9723265,0.027673444,RT @yungninochang: who tryin get scooped?? http://t.co/g9vcjLButV
33681,0.97232515,0.027674837,RT @ModelGalz: these girls committed serious crimes http://t.co/kZ5DcKNVJF  http://t.co/qBSUzgSMNq
449990,0.97231287,0.027687164,RT @iGiveBootyRubs: How many girls do this ? 👀😂 http://t.co/ldgNICr40o
179569,0.97231275,0.027687201,RT @shoppriceless: Cargo skinnies for the win! 👊🙌 https://t.co/oENolDvcvy
447278,0.97230804,0.027691979,"Starting a new business? Before you begin marketing your new brand, find out how to create the perfect logo: http://t.co/Wa6DvhDvJR"
435934,0.9723033999999999,0.027696535,RT @kyungsoo_stan: Yixing wants to drink 😂😂😂 http://t.co/XdsrdUNhgb
282346,0.9722963,0.027703675,Who did this? 😂 #ByeFelicia on #iTunes now! @hipstarsent !🔥🔥🔥#TeamJHen #HipstarsEnt #lol #vine http://t.co/sFtoB7FWbG http://t.co/sBXagnoaQT
109586,0.97228056,0.027719507,RT @go4biz: 10 Social Media Blunders Your Small Business Must Avoid. http://t.co/l6sJsb4UHS
357125,0.9722773000000001,0.027722717999999997,Ashley Morole.  https://t.co/jIjsTdKgzc
115916,0.97227466,0.027725304,HOT DEALS :http://t.co/Y6mRk5GZo3... http://t.co/enZpqLOyyK
224465,0.97227377,0.027726267000000002,RT @CraziestSex: Try it! 😳 http://t.co/rIeudaBYVn
290997,0.9722626,0.027737328999999998,"http://t.co/n8jYJgKgYQ is looking for a #Wedding #Videographer in #Tulsa, apply now! #jobs http://t.co/ZLtu4MtUxX http://t.co/hZ4TJWjqPJ"
78689,0.97225934,0.027740609,RT @businessinsider: What to do if you think your boss is about to quit https://t.co/AkuRU67OVr https://t.co/iuziQp5OFD
218419,0.9722588,0.02774122,RT @TheComedyJokes: When someone tries to flirt with bae. http://t.co/9psEDDyjMX
493017,0.9722583,0.02774167,"RT @love_fall25: 10 Athletes Caught In Sex Scandals
http://t.co/A2YbrtbO81 http://t.co/hdUF4AvtrI"
475772,0.97225183,0.027748184,RT @jordan_bashi: Fun night❤️ @johnnytikk http://t.co/xm3Phx2n7e
262387,0.9722383,0.02776167,RT @mellberr: » http://t.co/8n7wTDNkSR Police raid Harvey Proctor&amp;#39;s home under &amp;#39;Operation Midland&amp;#39; #HarveyProctor  539 http://t…
247851,0.9722331,0.027766900000000004,RT @funlvv: Is That Incest? or Are these moms too close to their kids?click for #earnmoneyfromtwitter&gt;&gt;http://t.co/fyuEUvorgs http://t.co/r…
298705,0.9722209999999999,0.027778992000000002,RT @LoftyFollows: Twitter for #business - Use twitter for business #marketing and get results https://t.co/UyugEcLUns https://t.co/h4e2dpeN…
329676,0.972218,0.027781999999999998,RT @QuirkyBrownLove: How To Shop Black-Owned Businesses For Everyday Life https://t.co/bENLpbC7YM #blackbusinessfriday #melanin https://t.c…
273178,0.97221303,0.02778695,"RT @unoptimistical: Which would you wear?

RT for Left⚪️
FAV for Right⚫️

Get them at👇
http://t.co/QKpRltJkpG http://t.co/VuFGjVFrKc"
292094,0.97220784,0.027792122000000002,RT @BigBadToyStore: #Funko Premium Pop! Protector http://t.co/epAcFpoIah http://t.co/jlcGmkLYhB
424087,0.9722048000000001,0.027795162,"RT @etaks6evil: Which would you wear?

RT for Left ⚫️
FAV for Right⚪️

Get them at👇👇
http://t.co/bEd09qRgrS http://t.co/PRhcy4KyB4"
226813,0.97220314,0.027796817999999997,RT @DlYCooking: WANT 😋🍓🙌 http://t.co/TZDdfmzaiL
19720,0.9722002000000001,0.027799759,Real Company�.. http://t.co/6BST3ZOoga .. http://t.co/FRfN5NIXGY
91276,0.9721959000000001,0.027804053999999998,"RT @LexLuKillEm: 👀 #turnmeup yet??
http://t.co/woYZFsUxOw http://t.co/WHIfroJ4Iw"
235230,0.9721736999999999,0.02782632,RT @Arizona_List: Join Arizona List and show YOUR support for @Holt4Senate by retweeting #LD11 #Flip11 #BeTheChange http://t.co/RyisUY6HLx
