tweet_id,text,score,rank,point,class,Calibrated score,log_score
8.708e+17,If anyone knows any places hiring let me know because I've been looking for a job for a long time,0.996422827,1,0,1,0.9263863745586415,-0.0015563317913099
2.13741e+17,I'm looking for a job starting July if anyone knows anything!,0.996369839,2,0,1,0.9252205335168139,-0.0015794274162639
1.96966e+17,I'm looking for a new job anybody know anything that's hiring???,0.996363819,3,0,1,0.9250869124406602,-0.0015820514024354
2.4529e+17,I need to apply for a job at more places XD any suggestions?,0.99633348,4,0,1,0.9244098415380105,-0.001595275749449
1.05198e+18,I’m looking for a part time job anybody hiring 👀👀,0.996321201,5,0,1,0.9241340685403221,-0.0016006281087857
2.00114e+17,i'm going to need to find a summer job. who's hiring?,0.996280968,6,0,1,0.9232233826216792,-0.0016181659496699
2.84179e+17,I'm am looking for a new job if anyone knows where I can definitely find one.,0.996275902,7,0,1,0.9231079372988357,-0.0016203743040496
4.76811e+17,I am still trying to get a job at summerfest if anyone knows of anything.,0.99625659,8,0,1,0.9226662512756494,-0.0016287928317961
4.50906e+17,"I need a new job ASAP, any places hiring?",0.996226668,9,0,1,0.9219768742872513,-0.0016418368154143
6.3804e+17,Im looking for a job rn if anyone knows anyone thats hiring,0.99622643,10,0,1,0.921971366358692,-0.0016419405690101
3.73178e+17,"I'm looking for a 2nd job, who hiring?!",0.99620527,11,1,1,0.9214801099332008,-0.001651165147436
4.63377e+17,"Currently looking for an overnight job! 
I need 2 jobs. Anybody hiring??",0.996203601,12,1,1,0.9214412304233436,-0.0016518927465757
2.022e+17,Im looking for a part time job 1st shift anybody hiring?,0.996172011,13,1,1,0.9207016931488371,-0.0016656646102764
2.66178e+17,I am still looking for a job....if you know of anything let me know!,0.996168315,14,1,1,0.9206147139809034,-0.0016672759337879
1.08326e+18,Who knows of someplace that’s hiring. I need a job,0.996167481,15,1,1,0.9205950739929484,-0.0016676395287187
9.87459e+17,I’m in a desperate need of a job anyone know anywhere that’s hiring that isn’t fast food🤷🏼‍♀️,0.99614656,16,1,1,0.9201008090182389,-0.001676760455108
9.21066e+17,I'm looking for a new job if anyone has an opening and they'd be willing to train let me know.,0.99614054,17,1,1,0.9199580155057394,-0.0016793850294288
3.65918e+17,Next week I will be applying for jobs... any ideas?,0.996139109,18,1,1,0.9199240348811937,-0.0016800089131329
8.83359e+17,I'm in desperate of a new job. Anyone know who's hiring??,0.996126711,19,1,1,0.9196290267847875,-0.0016854141988459
4.66051e+17,I'm on the lookout for a summer job.. Anyone have any suggestions?😬,0.996121705,20,1,1,0.9195096023300353,-0.0016875967360828
1.1516e+18,Who tf is hiring!!? I need a second job 🤨,0.995876789,101,2,1,0.9134455372980484,-0.0017943896560434
7.76834e+17,Anybody know of some fun places that are hiring? I need a second job :),0.995876551,102,2,1,0.91343942879667,-0.0017944934460907
6.97169e+17,"Anyone know who's hiring? I need a new job, like bad",0.995874703,103,2,1,0.913391983518399,-0.0017952993461256
4.46452e+17,"ANYWHO....I'm looking for a job, any openings?",0.995871842,104,2,1,0.9133184797150554,-0.001796547011413
9.88227e+16,Where are people hiring??? I need a job desperately...,0.99587065,105,2,1,0.9132878370045926,-0.0017970668366661
1.34628e+17,Who's hiring!??...I need a second job ASAP!,0.995864272,106,2,1,0.9131236952188929,-0.001799848261217
1.51957e+17,Uggghhhh😡 I've been looking for a PT job a while now and I can't find any!! Anybody know a place where I can apply? Help me out!,0.995864034,107,2,1,0.913117564178174,-0.0017999520525689
3.18948e+17,Does anybody know of places that they can get me a job at? Plz need one ASAP!!!,0.995863438,108,2,1,0.9131022089321174,-0.0018002119671555
4.7385e+17,"I need a job, does anyone know where ? 😔",0.995861769,109,2,1,0.9130591947621265,-0.0018009398160452
3.44176e+17,Does anyone know any businesses that can hook me up with a Summer job?,0.995859206,110,2,1,0.9129930989192823,-0.0018020575396331
3.75142e+17,I think I shall look for a second job online :p,0.995558619,317,3,1,0.9048866077921965,-0.0019331634027869
4.13809e+17,Maybe i should find a job....,0.995558083,318,3,1,0.9048715074821773,-0.0019333972231773
4.3989e+17,Does anyone know of a place that I can work just Sundays? I need a job but have next to no time.,0.995558083,319,3,1,0.9048715074821773,-0.0019333972231773
2.89424e+17,I have a phone interview next week anyone have any tips/advice? #interviewing,0.995556653,320,3,1,0.9048312096832304,-0.0019340210356557
3.06246e+17,"I want a job for spring break !!!! 😩😩😩😩😩😩 

Anyone Hiring ? 😏",0.995556533,321,3,1,0.904827827287191,-0.0019340733835967
4.09453e+17,i might be looking for a new job soon,0.995555103,322,3,1,0.9047875113115911,-0.0019346971970463
8299051402.0,Hopes to get a job interview...I need a job bad...can anyone help??? :-),0.995552957,323,3,1,0.9047269776754204,-0.0019356333551353
2.30719e+17,Job hunting today. Any suggestions?,0.995552957,324,3,1,0.9047269776754204,-0.0019356333551353
9.5797e+17,"Time to start looking for a new job, if you know of anything hiring let me know",0.995550752,325,3,1,0.904664740413178,-0.0019365952531302
3.7329e+17,I need a 2nd job. Anyone hiring??,0.995547652,326,3,1,0.9045771737789885,-0.00193794758498
9.146e+17,I need a new second job. Who can hook me up?,0.99491924,1001,4,1,0.8851095163679702,-0.0022121705566115
1.03689e+18,Up looking for jobs,0.994918644,1002,4,1,0.885089348654458,-0.002212430718018
2.38879e+17,"@suppandrew Awe, well at least it's money. Im looking for a job.",0.994918287,1003,4,1,0.8850772667082916,-0.002212586553029
1863960788.0,ugggh... I hope I find a job soon.,0.994917512,1004,4,1,0.8850510342129905,-0.0022129248505143
3.60493e+17,Currently online looking for an apartment.,0.994917393,1005,4,0,0.885047005748617,-0.0022129767955708
1.14354e+18,someone offer me a job 🥺,0.994916797,1006,4,1,0.8850268275429188,-0.0022132369574602
3.55343e+17,Applying to more jobs :3,0.994915962,1007,4,1,0.8849985520452786,-0.0022136014462754
8.96903e+17,tomorrow gotta look for jobs to apply to again,0.994915009,1008,4,1,0.8849662726045822,-0.0022140174440635
1199670047.0,I need to start looking at apartments.  Anyone know a good Realtor for Allston?,0.994914055,1009,4,0,0.8849339506167361,-0.0022144338787645
5.9544e+17,Trying to look for these jobs because I'm broke,0.994912505,1010,4,1,0.8848814173433279,-0.0022151104768767
9.42925e+16,I'm trying to find a place to live. #busterinmexico @bluthquotes,0.994241595,2155,5,1,0.8598870857776425,-0.0025080717129142
22203029569.0,I need a job hit me up if you know about one thanx,0.994241357,2156,5,0,0.8598773849892706,-0.0025081756736613
6.74653e+17,"Looking for a job with a job 👀 
It's only right",0.994241357,2157,5,1,0.8598773849892706,-0.0025081756736613
2.58737e+17,"I need to start looking for another job, cuz this ain't cutting it for me!",0.994240761,2158,5,1,0.8598530895557924,-0.0025084360124483
6.85648e+17,I need to get a job 😁,0.99423945,2159,5,1,0.8597996341584533,-0.0025090086709667
2.89873e+17,About to do another job search.,0.994238973,2160,5,1,0.8597801800728867,-0.0025092170297455
3.8718e+17,On the hunt for new job :-),0.994238853,2161,5,1,0.859775285573609,-0.002509269447064
4.59664e+17,Im in the search of some good used office furniture.   Does anyone know where I could find some?,0.994237781,2162,5,0,0.8597315544283562,-0.0025097377087238
