tweet_id,text,score,rank,point,class,Calibrated score,log_score
2.70404642268135e+17,"#jobs #hiring Inventory Planner - Lowe's -  Mooresville, NC  http://t.co/j5Veh7Je",0.99227786064148,1,0,1,0.9860007448501606,-0.003366698363867
5.55111017231839e+17,#jobs #hiring Office Coordinator - http://t.co/uYlvjWV2Cb,0.992049276828766,2,0,1,0.9858857239306342,-0.0034667551408758
5.28270057713852e+17,#jobs #hiring Intellectual Property Secretary - http://t.co/xarHmqVeOB,0.992042481899262,3,0,1,0.9858822904769584,-0.0034697298020784
4.3185181366748e+17,#jobs #hiring Bankruptcy Litigation Secretary - http://t.co/uvLdX3ZjQw,0.992035210132599,4,0,1,0.9858786151608729,-0.0034729132340056
2.50828863951749e+17,#jobs #hiring Medical Receptionist - Kootenai Health -  United States  http://t.co/cDy6vPPj,0.992031574249268,5,0,1,0.9858767771467255,-0.0034745049587196
9.87075131121037e+17,"We are #hiring Store Manager in Grapevine, TX https://t.co/2N0L03eqOF #jobs #Grapevine",0.992030382156372,6,0,1,0.9858761744674496,-0.0034750268369453
7.62609846659133e+17,"#jobs #job #hiring Manager, Market Development - Assisted Living https://t.co/O2wrTGbpLH #jobsearch #career",0.992011845111847,7,0,1,0.985866799519503,-0.0034831421240471
9.15569907936502e+17,We are hiring! #careers #workhere https://t.co/Lz8WsElCl5,0.992011368274689,8,0,1,0.9858665582818235,-0.0034833508794135
2.57966507496202e+17,"#jobs #hiring Accountant - NonDegreed -  Houston, TX  http://t.co/cDy6vPPj",0.992003858089447,9,0,1,0.9858627582492494,-0.0034866387896728
7.94376011848659e+17,"#jobs #job #hiring Intern Graphic Designer #Birmingham #Birmingham,AL35205 https://t.co/YDHb6yiY0K #jobsearch #career",0.991989195346832,10,0,1,0.9858553362152221,-0.0034930581147772
7.84167407342367e+17,"#jobs #job #hiring Underwriting Manager- Southeast/Remote # #Austin,TX https://t.co/VPOV4co2u0 #jobsearch #career",0.99198454618454,11,1,1,0.9858529820799452,-0.0034950935303541
2.80755541511401e+17,"#jobs #hiring Code Enforcement Officer - Sarasota County Government -  Sarasota, FL  http://t.co/cDy6vPPj",0.99198442697525,12,1,1,0.9858529217123889,-0.0034951457206228
7.40787507797889e+17,"Now #hiring Sales Manager in #Plano, #TX https://t.co/hc03VZk1s8 #jobs #job",0.991979479789734,13,1,1,0.9858504162333392,-0.0034973116222939
7.842271764386e+17,"#jobs #job #hiring  Children's Support Worker - Conwy #Conwy #Conwy,UK https://t.co/b72Fzo39kR #jobsearch #career",0.991978764533997,14,1,1,0.9858500539589681,-0.0034976247655978
1.79251202209489e+17,#jobs #hiring: Receptionist http://t.co/yFpFEylT,0.991972208023071,15,1,1,0.9858467326815739,-0.0035004952564064
7.405838113444e+17,"Now #hiring Big Data Senior in #Miami, #FL https://t.co/MrIhfL3FwM #jobs #job",0.991970002651215,16,1,1,0.9858456153507487,-0.0035014607893967
5.57577222119502e+17,"Now hiring for Operations Manager in Irvine, CA http://t.co/yIoOrLJpjH #job #hiring #jobs",0.99195522069931,17,1,1,0.985838123954157,-0.0035079325253963
7.84412540986163e+17,"Receptionist - Corporate https://t.co/7OKlUyONho

#jobsearch #hiring #jobs",0.991947114467621,18,1,1,0.9858340140983973,-0.0035114815828566
7.07318585165804e+17,"#job opportunity: Manager needed in #Tulsa, #OK https://t.co/4wTef7fS9l #jobs #hiring",0.991938412189483,19,1,1,0.9858296007298772,-0.0035152916327053
6.73527019951497e+17,"Now #hiring Resident Care Coordinator in #Salisbury, #NC https://t.co/7HgYF6mkqP #jobs #job",0.991932213306427,20,1,1,0.9858264561283129,-0.0035180056612015
7.44064500706447e+17,"Now #hiring Assisted Living Coordinator in #Charlotte, #NC https://t.co/o02X3nNHNU #jobs #job",0.991769433021545,101,2,1,0.9857436317732358,-0.003589281076813
7.24373463989891e+17,"#hiring Human Resources Coordinator asap in #Minot, #ND https://t.co/RBY4ZnHPn6 #jobs #job",0.99176812171936,102,2,1,0.9857429626222134,-0.0035898552946307
9.38079883514798e+17,"We are #hiring Physical Therapist/ Home Health- Ft Lauderdale, FL https://t.co/zgft06kLpe #jobs #FortLauderdale",0.991767883300781,103,2,1,0.9857428409550424,-0.0035899596979518
6.65245341516587e+17,We are hiring! https://t.co/PCRuSCKqgm #jobs #SaltLakeCity,0.991767644882202,104,2,1,0.9857427192868414,-0.003590064101298
