tweet_id,text,score,rank,point,class,Calibrated score,log_score
4.42404967274783e+17,"@JunJunJunJordan I would love to bring money, but I'm unemployed.",0.997168004512787,1,0,1,0.7404888147788189,-0.0012316648719017
1.03337671992173e+18,"""I have cancer and I'm unemployed and #FEMA didn't want to help me"" ~Mal Moses, #PeoplesTribunal witness #Harvey1YearLater #HarveyRecovery https://t.co/JEwZiZVoil",0.99716055393219,2,0,0,0.7403352663028963,-0.0012349098197079
7451173162.0,"DO I OFFER IT!? I'm a CERTIFIED SAFE SITTER!!! Plus, I'm unemployed and need money. COME ON OVER!!!",0.99715518951416,3,0,1,0.7402246546798931,-0.0012372461971413
6.523468751657e+17,@ImJakePaul I'm unemployed no calvins for me unless you buy them for me,0.99715256690979,4,0,1,0.7401705606029532,-0.0012383884306832
1.19220773595954e+18,@HandlebarsDC @leiftheviking Anything I can help with? I’m currently unemployed so I have some free time.,0.997151732444763,5,0,1,0.7401533464708553,-0.0012387518692585
4.28403023082443e+17,@Acp1236 I'm homeless and twitterless. A donation of any amount would be appreciated.,0.997135400772095,6,0,1,0.7398162099777459,-0.0012458649425988
1.21970366929539e+18,"Since I’m currently unemployed, samesies. https://t.co/2lgYgMGehX",0.997134327888489,7,0,1,0.7397940469159745,-0.0012463322288672
6.26592018932736e+16,@dusty9oh9 I've been unemployed since last Monday... lol we should go job hunting..,0.997133374214172,8,0,1,0.7397743448217148,-0.0012467475948613
1585520841.0,@Agent_M I've been laid off and have been going to the gym evryday.,0.997131705284119,9,0,1,0.7397398625448018,-0.0012474744863064
5.07063787502178e+17,@WomensHeaIthNow I'm unemployed now can you bless me with this product please and thank you,0.997114419937134,10,0,1,0.7393824542953984,-0.0012550030764023
1.15052619829381e+18,I’ve been unemployed for 2 months. Who gon check me boo? sksksksk😂😂😂😂,0.99711287021637,11,1,1,0.7393503867077396,-0.0012556780598203
2.51347904315408e+17,"@BarackObama I'm unemployed now, but runs out in Dec. Can't give money right now, sorry.",0.997101008892059,12,1,1,0.739104815038191,-0.0012608443138017
25786783958.0,@ALStGermain I've been unemployed since I graduated in May. $50 a day is more than $0 a day.,0.99709939956665,13,1,1,0.7390714783766065,-0.0012615452675692
5.33588343449272e+16,Can't sleep. Officially been unemployed for 9 months 2day. What's up w/that?! Must not panic. Easier said than done.,0.997093796730042,14,1,1,0.7389553840549394,-0.0012639856339554
1.23857510777527e+18,"@iHartEricka I'm currently unemployed and struggling due to a list of reasons, so this is greatly appreciated!",0.997093677520752,15,1,1,0.7389529133999768,-0.0012640375567936
3.70181327246475e+17,"HELL YEAH, I’m unemployed",0.99709141254425,16,1,1,0.7389059664987175,-0.0012650240918964
7.55302387485598e+17,I'm broke and unemployed but you bet your ass I'm getting acrylics tomorrow 💅🏻💅🏻💅🏻,0.997089862823486,17,1,1,0.738873840055289,-0.0012656990908894
9.51774138842132e+17,"@evasofire Nah, I’m this devoted to Ramen and also currently unemployed. I know through my hard work I can become the ramen master *sees one episode of Chefs table on Netflix *",0.997089207172394,18,1,1,0.7388602469049972,-0.001265984667702
6.04887461668397e+17,I'm still unemployed. #boxing,0.997085273265839,19,1,1,0.7387786731008533,-0.0012676981325226
1.20460531738599e+18,@cdot04 I’m broke and jobless.,0.997081100940704,20,1,1,0.7386921275133611,-0.0012695154510836
1.24212999086458e+18,Officially unemployed ya love to see it,0.996998429298401,101,2,1,0.7369713623084753,-0.0013055258885193
3.9130731719689e+17,It's official.. I'm unemployed. Now what.,0.996998071670532,102,2,1,0.736963893969214,-0.0013056816719522
2.74697602405106e+17,I am currently homeless as of tinight.  I needed rent and food at this time.  Any help would be greatly appreciated,0.996997833251953,103,2,1,0.7369589149590838,-0.001305785527605
3.04640979569369e+17,@nuggetsauce yeah. But I'm unemployed. So I'm allowed to think its different days. Lol,0.996997714042664,104,2,1,0.7369564254188417,-0.0013058374554405
6.56680497968382e+17,"@mauilabs no ... I'm unemployed now, so may not be going lol",0.996997594833374,105,2,1,0.7369539358551181,-0.0013058893832827
9.49005418474467e+17,Same. I gotta tell my husband im unemployed.....🤷 https://t.co/S5mYhMzXZY,0.996997594833374,106,2,1,0.7369539358551181,-0.0013058893832827
1.08852632768528e+18,Hi. I've also been laid off. I am looking for work. I am fun. Let me write for you.,0.996996283531189,107,2,1,0.7369265491059632,-0.0013064605899542
2.89534565884772e+17,@MentionDeeez_ @swaggdaddydeej shittt me too ! Like I'm basically homeless right now ! We need to be finding out this shit ASAP,0.996995329856873,108,2,0,0.7369066296873336,-0.0013068760134596
18547836629.0,"Dear twitter, wait, I'M BROKE?! Waait, I'M UNEMPLOYED?!!",0.996994376182556,109,2,1,0.7368867087673068,-0.0013072914373629
1.18747419202899e+18,@blakehelps A place to live :( I’ve been homeless for a little over a week now. I just want a place to sleep and call my own again,0.996993422508239,110,2,0,0.7368667863459046,-0.0013077068616636
1.04864721089486e+18,"@ananavarro ONLY $400 AWAY FROM GOAL! I’m unemployed, completely broke, homeless &amp; living in a car. I desperately want to get my life back on track. PLEASE HELP 🙏🏽 https://t.co/nlSkWuEAWP",0.996866047382355,317,3,1,0.734192409213762,-0.0013631955409951
1.14910446993587e+18,Haven’t been to the gym in a week.... feels like I’m stuck in limbo 🤦🏽‍♂️ https://t.co/G4QMaOUjXl,0.996865451335907,318,3,0,0.7341798316562633,-0.0013634552145605
6.07384989093753e+17,@MLBGIFs Just got caught watching this at work now I'm unemployed THANKS KERSHAW,0.99686473608017,319,3,1,0.734164737813865,-0.0013637668230436
3.66752060001104e+17,No work tomorrow 'cause I'm unemployed. Ha. Haven't been able to say that in a few years #NotOkay #LawSchoolProblems,0.996864140033722,320,3,1,0.7341521589673475,-0.0013640264969505
1.77793746669285e+17,@Tweet_ThezeLips @Ruthie_da_boss I'm homeless tooo,0.996864140033722,321,3,0,0.7341521589673475,-0.0013640264969505
7.70437642496475e+17,@yeahpathy I like pretending that Monday is still some special and raw day of the week even though I'm unemployed,0.996862888336181,322,3,1,0.7341257414825229,-0.0013645718126606
4.24948228677993e+17,"When you are with me, I'm free. I'm careless, I believe above all the others we'll fly. This brings tears to my eyes.. My sacrifice 🎶",0.996862173080444,323,3,0,0.734110644616837,-0.0013648834219449
