,neg_model,pos_model,text,dist_point0.725
263340,0.27460784,0.7253921999999999,"RT @nflnetwork: Quick note: 21% of Hall of Fame players were selected in the 4th round or later.

Make em count.

#NFLDraft, 12pm ET http:/…",0.0003921999999999537
93978,0.2754022,0.7245978,RT @bornflawless: Idk how y’all sit in the presence of someone you don’t like for an hour for a free meal. find a job. https://t.co/nPE34sy…,0.0004022000000000192
287413,0.27459404,0.72540593,RT @CentennialHSLV: Outstanding work!🐾🐶@_jordinramirez @perFIcTlifestyl @perFIcTapparel @perFIcTspices @TheRaeOfficial thank you for your v…,0.0004059299999999988
152168,0.2754092,0.7245908000000001,- Listen to us at work https://t.co/aIjdL8tiHH https://t.co/gaowocATtL #VintageSoundPlaylist,0.00040919999999988743
230327,0.27540988,0.7245902,Beauty &gt;&gt; Hi Tech Pharmaceuticals JACK'D UP Pre-Workout Nitric Oxide 45 SERVINGS Hi-Tech Hi Tech Pharmaceuticals JA… http://t.co/FcQ0v3NYSU,0.0004098000000000157
14956,0.2745805,0.72541946,RT @Stacy_Steen: Great news. And #Missouri is projected to lead the Midwest w/the highest growth rate in clean-energy jobs this year. https…,0.00041946000000003814
208821,0.27454520000000004,0.7254548000000001,RT @MotiveSuccess: Work smarter http://t.co/HYl3kJpxLk,0.00045480000000008847
414488,0.27545795,0.724542,.@cauten #Vegas workers ask that you respect the @Cosmopolitan_LV picket line &amp; do not cross. http://t.co/tbxROC5ohx #1u #p2,0.00045799999999995844
308066,0.27451319,0.7254868,Sustainability Squad works with permaculture at Inter-Lakes https://t.co/KVixRgX4VR,0.00048680000000000945
218653,0.2754991,0.7245009,Genuine Stamped Pandora Black Enamel Openworks Flower Charm In Box - Bid Now! Only $13.06 http://t.co/aTdjQc9vxO http://t.co/Rzp6FbUly9,0.0004990999999999746
485126,0.2755038,0.7244961999999999,"RT @KBDeuce4: Want to give a big S/O to coach Al, for all of his hard work that he has put in over his career and… http://t.co/lrR7eyibHS",0.0005038000000000542
107283,0.2744855,0.72551453,"There’s nothing quite like: @CityofSantaCruz! Economic Development Manager, apply by Feb 13 ~ http://t.co/ueIAWT1ZLW #cajobs #govjobs",0.000514530000000013
447129,0.27551854,0.72448146,"RT @KBergCBS: No formal offer yet from Cavs to David Blatt for head coaching job, source says, but resolution expected as early as tonight.",0.0005185399999999563
360425,0.27552104,0.72447896,"Tonight, 5/25 — @JoBakerWriter presents A COUNTRY ROAD, A TREE: https://t.co/y7vytiEL8I #powellsevents https://t.co/xvMoBA3PWF",0.0005210399999999726
192744,0.2755232,0.72447675,New work from True_Sensei.  Gettin ready for this Disciples Revenge Pt1  Mixtape. #izzo… https://t.co/gGCZy916PF,0.0005232499999999751
295057,0.27552718,0.72447276,RT @Way_Things_Work: The sadness behind the mask. https://t.co/ZRgwQAPgc7,0.0005272399999999289
296292,0.27553287,0.72446716,RT @BeFitWorld: Booty Workout 🍑🍑 https://t.co/qyVGKBnVJH,0.0005328399999999789
342308,0.27553287,0.72446716,RT @BeFitWorld: Booty Workout 🍑🍑 https://t.co/qyVGKBnVJH,0.0005328399999999789
153184,0.27446052,0.72553945,RT @BrandyCole: Well done @HookNotTheMovie &amp; @cpbgroup for amazing work. Vote for some magic! https://t.co/ViL198wvVx. #HookStudios #Crispi…,0.0005394499999999969
32171,0.27445468,0.7255453000000001,"Weight Loss Tips for You Under 30 That Works -&gt; https://t.co/6XFwj2bGgU
#BodyBuilding https://t.co/fTTYe5H4Wy",0.0005453000000000818
419417,0.27554667,0.7244534,"Although you might feel quite content with the status quo, you... More for Virgo http://t.co/fgTFxa6nq2",0.0005465999999999527
11469,0.2744526,0.72554743,Vintage 1954 9ct Gold Ladies Tudor Royal (Rolex) Wristwatch - Working   (L11) - Bid Now! O… https://t.co/VZADNY4DSk https://t.co/GbR33oFFJy,0.0005474300000000154
447461,0.2744505,0.72554946,"Dell Inspiron 9400 17"" laptop working windows nopower supply adapter Wifi wi Fi - Full read by eBay: Price 35.0... http://t.co/K23AGtTfeC",0.0005494600000000016
142251,0.27555454,0.7244455,Deals #1: Bath &amp; Body Works OAHU Coconut Sunset Fine Fragrance Mist http://t.co/0yrc82sRTg #255,0.0005545000000000133
361097,0.27557078,0.72442925,New Follow Alert in the works,0.0005707499999999532
74327,0.27560650000000003,0.7243934,More students from Mr. Swiney's 3rd pd. class working on character analysis @NMSI #EverydayUse https://t.co/SoRz0aToVr,0.0006066000000000127
20801,0.2743853,0.72561467,"RT @4GALLERY1: New artwork for sale! - ""SHY IN BED "" - https://t.co/2iqTRmhOSD @fineartamerica https://t.co/NhF3DdMnyU",0.0006146700000000394
611,0.27563265,0.7243674,Tape artwork is done. Now off to the factory you go. https://t.co/PYq0pZ18GW,0.0006325999999999832
234050,0.27436602,0.725634,"RT @investgambia: Gambia will cont 2 champion &amp; deliver most innovative, equitable, rewarding &amp; citizen friendly policies for ALL https://t…",0.0006340000000000234
246676,0.27435976,0.72564024,Carhartt Heavy Duty Fully Lined Outdoor Work Jacket Coat 14806 Size 2XL http://t.co/D6GJtKhWDu,0.0006402400000000696
185699,0.2743435,0.7256564999999999,"RT @_yeyye: Zenith bank is recruiting guys, In case you know anyone looking for a job .",0.0006564999999999488
26581,0.27433527,0.72566473,RT @RolwingC: Made with #aviary https://t.co/PJWDSmIjOb https://t.co/m2oKoljVSL,0.0006647300000000023
354716,0.27431446,0.7256855,RT @AgeWave: How employers effectively manage the #health and attendance of an #older #workforce https://t.co/IaTnoxsbFh  #flexibleworking,0.0006855000000000055
409960,0.2756993,0.7243006999999999,@RaKoo Radio Iz LIVE in this Piece!!! Main Topic We are All PROGRAMMED MANCHIRAN'Shttp://www.ustream.tv/channel/rkn-internet-radio-network,0.0006993000000000693
22890,0.27570763,0.7242924,#Straighttalk on att network #speedtest https://t.co/FvFVQ8o5qC,0.0007076000000000304
234459,0.27570778,0.7242923000000001,@nrvouswreckords We build iOS apps! Our recent work: https://t.co/MefE41iAWE  Please inbox details to leads@openwavecomp.com ☎(212) 209 1537,0.0007076999999998668
324531,0.27425320000000003,0.72574675,"Check out new work on my @Behance portfolio: ""Jack Schmitt Ford Lincoln Business Cards"" https://t.co/u8UtJOSOGJ",0.0007467500000000182
178884,0.27424899999999997,0.72575104,Miami FL USA - Head of Latin America - Job Summary The Head of Latin America is accountable for setting the o... https://t.co/LO4OslrZKr,0.0007510400000000361
223696,0.27575248,0.72424746,RT @RetchyP: 2 NEW VIDEOS UP FOR CHEAP WORK AND COUPLE STRAPS ONLY AT http://t.co/0TKb5QG1vk!! DIR. @DMFFILMS #FASTMONEY http://t.co/QlSt8l…,0.0007525400000000237
16915,0.27424672,0.7257533,10 Strategies to that encourage creativity in the workplace at https://t.co/2AjedcBGfw,0.0007533000000000678
372895,0.27576035,0.72423965,"RT @kavubob: #et4online Cheal: having to work through how: prereqs, registration, admission, grading, payment, accessibility support works",0.0007603499999999652
70208,0.27423263,0.7257674,"@youngscooter Tocoolshawty Live Performance at ILounge in East Atlanta 08/28/2016
https://t.co/leK5glvb2T
#Working3x #AME #IG@CEOTOOCOOL",0.0007673999999999737
338836,0.2757698,0.72423023,RT @roxanebattle: Great time speaking on work life balance @pocketsofjoy  at the Wilder Foundation. https://t.co/hgSxQniI8r,0.000769770000000003
478654,0.27580026,0.7241996999999999,"Looking for a GIT Stash in San Ramon, CA http://t.co/hgsOsRgXH4 #job",0.000800300000000087
303447,0.27581972,0.72418034,@joerogan wat r ur thoughts on over trainin/work to exhaustion? Also any book recommendations on workin out/lift techniques #please&amp;thanku,0.0008196599999999998
265858,0.2758219,0.7241781,"RT @RobertBohan: Interview with BlunBlun, Peru 
https://t.co/mdJRC11RkR

#artwork #twitart #Peru #fineart http://t.co/flhoE2j10v http://t.c…",0.000821899999999931
457693,0.27582687,0.72417307,Polymer Claywork by Mary Maguire New Crafts      http://t.co/cSb11EAoGu            on Bonanza,0.0008269300000000035
229745,0.27415857,0.7258414000000001,Artists Equity to Reopen a Gallery on the Lower East Side http://t.co/DalD03WQ7a via @nytimesarts,0.0008414000000001032
200191,0.275846,0.724154,"Don't hold up your own blessing, do the work... https://t.co/jFwWVOac9V",0.0008460000000000134
484997,0.27414438,0.7258555999999999,"RT @Sophie_Renda: Will Network Marketing Continue Grow? I just got this from my blogger friend; Merv, thought I'd share it .. http://t.co/3…",0.0008555999999999564
336093,0.2758691,0.72413087,"You're doing a great job @Tiffany_IPS! Help us meet our $150,000 goal before 3/23! #Gaza5K https://t.co/urSjo7cU6b",0.0008691299999999957
313954,0.27587938,0.72412056,"We work with artists from many genres. What we see occurring is: radio airplay, interview &amp; booking opportunities. Give us a shot! #promote",0.0008794399999999536
379618,0.27589440000000004,0.72410554,BAAAMM!! Yea our followers rock!! @HelptoGetaJob3 @BirdingBandB @jorasinyfype @OSCtherapeutic Check out http://t.co/9KTV0rrExU #ichella,0.0008944599999999303
430071,0.2741025,0.7258975000000001,RT @d2c804: #Newmusic #RT HardWork No play Vol.2 http://t.co/UozkSG0RFY #VSU #VUU #VCU #RVA #UVA #UNC #ATL #NYC #HipHop #Dopemusic #Rap #80…,0.0008975000000001065
125661,0.27406266,0.7259373,"RT @BBBNews4U: Congratulations to @gravlab, @HALandJEFFHomes, @jobalineinc, @jugssports &amp; @comfortair on earning #BBB Accreditation! #bbbwe…",0.0009373000000000298
85327,0.2759491,0.72405094,@MattStarrMusic We are working so hard over here in Dallas!!!  Looking forward to seeing you @MattStarrMusic https://t.co/QZ1b52BL5O,0.0009490599999999461
101504,0.27595297,0.72404706,"RT @KingdreFlournoy: They was Ranked #1 in Georgia 2016-17

Follow @kandkfilmsworks for More.. #basketball #georgia #highlights https://t.c…",0.0009529400000000132
360762,0.27597502,0.724025,https://t.co/SYxJNhqBoO Great leaders are great workers too. Hurrah for VP Leni! WE SUPPORT LENI,0.0009749999999999481
220050,0.27597606,0.72402394,"http://t.co/4neTRd7oVy

#Social signals from Top 4 #SocialNetworks boost your #SEO http://t.co/BcqlZu8ukd",0.0009760599999999453
360854,0.27597645,0.7240236,#6: Bath and Body Works Fine Fragrance Mist Warm Vanilla Sugar 8.0 oz https://t.co/Tum22waENP #fragrance,0.0009763999999999884
139396,0.27598473,0.72401524,"Photo: abbydraws: Elsa, Queen of Arendelle inspired by John Singer Sargent’s work. http://t.co/vxtEbaxEDg",0.000984760000000029
284220,0.27401477,0.7259853000000001,RT @YoungArchitxPDX: There is an amazing world of connections to be made to forward the movement for equitable practice. https://t.co/ozf83…,0.0009853000000000778
298431,0.27598682,0.7240131999999999,"Kobe!  A little inspiration for the a.m. workout. #GetFit (@ Club 51 Fitness in Dayton, OH) https://t.co/bOHKHTcCP9",0.0009868000000000654
335211,0.27401233,0.7259876999999999,You may assume you're in a very delicate position now because ... More for Leo https://t.co/ZMIHgCBVtF,0.0009876999999999247
31221,0.27599815,0.7240019,RT @saumepar91: The future of business is good jobs as a service _ techcrunch - https://t.co/a6rUzmeolG,0.0009981000000000018
