tweet_id,text,score,rank,point,class,Calibrated score,log_score
2.13447412210086e+17,I can't believe it I turn 30 in 16 days and I won't b able to do anything because I lost my job after 5 years(:,0.943635046482086,1,0,1,0.8909702843597322,-0.0251959378467081
3.78280333340598e+17,Lost my job because I made the stupidest decision ever ): #fml,0.941640257835388,2,0,1,0.8884858461489973,-0.0261149824267112
1.20152621352685e+18,Quit my job... 😳,0.941587924957275,3,0,1,0.8884192707134195,-0.0261391195763143
1.08127066473515e+18,I quit my job in my mind everyday but....MY ASS GOING TO HIT THAT CLOCK😂😂,0.940893888473511,4,0,1,0.8875293541277117,-0.0264593523951862
5.71037617090724e+17,Quit my job at a bad time lmao,0.940112173557282,5,0,1,0.8865111189482967,-0.0268203235806993
4.52209645743243e+17,Now I’m fired for doing what I was told..see that’s why I only obey God!! Ohshabba,0.939921617507935,6,0,1,0.8862602982674292,-0.0269083618291621
1.0069151629793e+18,i got fired from verizon bc i cried too much 😭😂,0.939837634563446,7,0,1,0.8861494259568833,-0.0269471682128515
4.3881068293118e+17,"what a fucking day, but thank god i'm officially unemployed lol.",0.939763486385345,8,0,1,0.8860513690953372,-0.0269814330834672
6.60177636442796e+17,@Kdel94 lol honestly idk how I'm not fired yet. 😂,0.939567923545837,9,0,0,0.8857919879752975,-0.0270718182724992
1.18309326148276e+18,And also quit my job lmfaooo,0.939395904541016,10,0,1,0.8855629172580193,-0.0271513375305799
7.46876450444288e+17,Lost my job as a referee 😐,0.939201414585114,11,1,1,0.8853028819604146,-0.027241261980142
28440315865.0,"So I just got fired, for some bullshit and they can't even prove it was me but whatever, karma is a bitch",0.939150750637054,12,1,1,0.8852349613036529,-0.0272646900395726
9.13953363607327e+17,Now that I loose my job......,0.938812732696533,13,1,1,0.8847798665305489,-0.0274210288919951
6.96520008944341e+17,Pretty sure I'm losing my job a lot sooner than I thought haha 😅,0.938525974750519,14,1,0,0.8843911112930223,-0.0275537032933381
1.14629712844206e+18,"I recently quit a job that caused me so much stress it made me ill. Insomnia, fuzzy brain, inability to focus. Couldn't read, I was unable to retain new information, making learning impossible.",0.938355028629303,15,1,1,0.8841581804922232,-0.0276328142835591
6.57283059264438e+17,How I got fired.... https://t.co/Rfbl4fgFxd,0.938006162643433,16,1,1,0.8836800505641083,-0.027794308323233
4.0906649599857e+17,I AM ONCE AGAIN DOUBLE EMPLOYED... GOD IS LEADING THE WAY,0.937950253486633,17,1,0,0.8836030777830658,-0.0278201948929683
3.95481922757222e+17,Quit my job..fuck you ups(;,0.937818169593811,18,1,1,0.8834208472601217,-0.0278813573533124
7.94353527699214e+17,how i get fired on my day off? lmao!! https://t.co/EIopnAjjlk,0.937745213508606,19,1,1,0.8833199604858453,-0.0279151439216867
1.04902669762085e+18,yerrrr finally quit my job,0.937417089939117,20,1,1,0.8828641583512458,-0.0280671331727547
9.22513169079141e+17,I finally hit my breaking point this morning. Luckily I was able to talk myself down before I quit my job 🙃,0.932179808616638,101,2,0,0.8750965872270157,-0.0305003082918106
1.24033830144736e+18,Now that I quit my job I’m bored as hell lol,0.932154655456543,102,2,1,0.8750568726870769,-0.0305120270888858
9.74320036889363e+17,I got fired.. and I have some tea to spill: https://t.co/2XShCGIaX4 via @YouTube,0.93207436800003,103,2,1,0.8749299409077448,-0.030549434938364
1.07597869405585e+17,Just came very close to punching this girl in the face & losing my job #pissed,0.931981086730957,104,2,0,0.8747821495119507,-0.0305929009633198
5.89041948708708e+17,"I WILL BE CLOSING THIS PAGE SOON!!! READ BELOW AND FOLLOW ME THERE!!!

Dear friends,

I left my job recently and... http://t.co/NHFABMee2o",0.931951880455017,105,2,1,0.8747358059738237,-0.0306065110283833
7.89228568597369e+17,Feeling super emo because I got reprimanded at work today.,0.931944012641907,106,2,0,0.8747233158588424,-0.0306101774861839
4.76869502034928e+17,@SQuiles33 I feel u. I got layed off recently.,0.93192732334137,107,2,1,0.8746968136142922,-0.0306179549233817
2.81496587929276e+17,FINALLY #EMPLOYED,0.931791126728058,108,2,0,0.8744801259337618,-0.030681429572912
3.76920205915857e+17,Tonight gone be the night I lose my job!!!,0.931715488433838,109,2,0,0.8743594692533064,-0.0307166849281129
3.09006169333191e+17,@Lady_D73 so im fired???,0.931707680225372,110,2,0,0.8743470008373763,-0.030720324532801
3.57234752362791e+17,I quit one job today and already getting bitched at to get another one.,0.926171123981476,317,3,1,0.8648493900656301,-0.0333087634965177
1.01207993820219e+18,@NBA2K_MyTEAM Man I just got fired today trying to put in the PD locker code and still no luck @NBA2K_MyTEAM @Ronnie2K Thanks,0.926124393939972,318,3,1,0.8647632061889545,-0.0333306764137302
6.00824088337261e+17,Think I just lost a job for smoking a blunt behind the shop...let us see.,0.926116645336151,319,3,0,0.8647489049551251,-0.0333343100400354
1.22922257983725e+18,I AM JUST BIG ANNOYED.,0.9261115193367,320,3,0,0.8647394424895471,-0.0333367138402996
1.01617066616341e+18,I quit jobs an get a new one the next day 😭😭,0.926105082035065,321,3,1,0.8647275575323649,-0.033339732585058
1.20923903189423e+18,@TallGlassofStyL @Ceezy_NECKMUSIK Aye Moe I’m quitting my job tomorrow,0.92610239982605,322,3,1,0.8647226048552273,-0.0333409904015672
1.14616726567247e+18,"@CupcakKe_rapper $KBFA1 I just lost my job, been surviving on 200 bucks 😩😭",0.926100254058838,323,3,1,0.8647186424544269,-0.0333419966573974
5.94956231594246e+17,So I had to fire my boss today:/ things just weren't working out http://t.co/EeYYXZJHBn,0.926069915294647,324,3,0,0.8646625938478512,-0.0333562242463038
6.39938393619567e+17,"My boss was pretty pissed when I showed up late for work today, mainly because he fired me several weeks ago.",0.926056206226349,325,3,1,0.8646372522436861,-0.0333626533686457
3736091588.0,"@Liturgy say a prayer for me, I was laid off a week ago.",0.926051914691925,326,3,1,0.8646293172837687,-0.0333646659830262
6.67411673809031e+17,Lost the case today! Jury couldn't put their racist indifferences behind them. An innocent man has lost his freedom https://t.co/jKlhVTODmJ,0.913851737976074,1001,4,0,0.8356211148427263,-0.0391242578786474
3.13060425866543e+17,WTF ... ANNOYED,0.91385155916214,1002,4,0,0.8356205035868084,-0.0391243428573252
6.60861657074168e+17,@AlbertBreer Caldwell fired this week?,0.9138423204422,1003,4,0,0.8355889122169496,-0.0391287334449773
1.24317381611483e+18,"Welp. 

Just lost my fucking job https://t.co/gqJDhyBGBc",0.913817584514618,1004,4,1,0.8355042344195633,-0.0391404891078609
3.29768167935181e+17,Just quit my job. No more breakouts 😳,0.91381424665451,1005,4,1,0.835492797528048,-0.0391420754385448
1.53236656642724e+17,ABC store closes at 6 today. I already have my pink champagne tho.,0.913776814937592,1006,4,0,0.8353643713329979,-0.0391598654009161
8.53232574302478e+17,First Saturday I get to do what I want in FIVE YEARS 🙏🏻🤗 so glad I quit my job on days like today 😇🌞,0.913772702217102,1007,4,1,0.8353502419140914,-0.0391618200749729
837960537.0,I just quit my job. Holy crap.,0.91373997926712,1008,4,1,0.8352376886812521,-0.0391773727950764
9.03425866083869e+17,Quit my job yesterday and just got a new one today. Who am I,0.913655161857605,1009,4,1,0.8349448743654339,-0.0392176878119211
7.84835782427107e+17,So fired its not even funny,0.91363400220871,1010,4,1,0.834871586702752,-0.0392277459011772
1.03722749433891e+18,"Got in a car accident today, it’s no joke how scary they are im just glad I’m ok!",0.815331637859345,2155,5,0,0.5477495978107527,-0.0886657051294893
3.31736690731389e+17,Woke -_____-,0.814922392368317,2156,5,0,0.5467734193348727,-0.0888837485251015
5.3105896947073e+16,Woke up #FeelinGood,0.814876616001129,2157,5,0,0.5466643879136142,-0.0889081446912231
9.26169500097147e+17,Sidelined today 😭,0.814748585224152,2158,5,0,0.5463596110461919,-0.0889763849958373
1.31009932630823e+17,Just got into a car accident (my fault). Not the best way to start my morning. Even thru it all I'm still happy today because God is Good!,0.814620912075043,2159,5,0,0.5460559354340875,-0.089044445364404
1.00077783608766e+18,Woke up like....👀,0.814589440822601,2160,5,0,0.545981118154226,-0.0890612237886898
8.48960992591528e+17,Been applying to tesla for years and I just quit after my first week LOL. Deuces Elon ✌️,0.814526796340942,2161,5,1,0.5458322372069747,-0.0890946236801143
6.24325854303162e+17,Although that means (for now) I'm 6 weeks away from being unemployed 😁,0.814522564411163,2162,5,0,0.545822181763244,-0.0890968800927131
